측정소명,년/월/일,수위(cm)
정읍시(죽림교),2022.08.18,81.42
정읍시(죽림교),2022.08.19,79.04
정읍시(죽림교),2022.08.20,83.33
정읍시(죽림교),2022.08.21,85.63
정읍시(죽림교),2022.08.22,83
정읍시(죽림교),2022.08.24,80.88
정읍시(죽림교),2022.08.25,81.33
정읍시(죽림교),2022.08.29,89.96
정읍시(죽림교),2022.08.30,90.46
정읍시(죽림교),2022.09.01,88.42
정읍시(죽림교),2022.09.02,90.92
정읍시(죽림교),2022.09.03,86.83
정읍시(죽림교),2022.09.04,82.75
정읍시(죽림교),2022.09.05,98.67
정읍시(죽림교),2022.09.06,134.58
정읍시(죽림교),2022.09.07,100.13
정읍시(죽림교),2022.09.08,89.96
정읍시(죽림교),2022.09.09,87.54
정읍시(죽림교),2022.09.10,87.79
정읍시(죽림교),2022.09.11,87
정읍시(죽림교),2022.09.12,
정읍시(죽림교),2022.09.13,86.29
정읍시(죽림교),2022.09.14,83.58
정읍시(죽림교),2022.09.16,86.17
정읍시(죽림교),2022.09.17,86.13
정읍시(죽림교),2022.09.18,86.5
정읍시(죽림교),2022.09.19,86.54
정읍시(죽림교),2022.09.20,86.83
정읍시(죽림교),2022.09.21,86.54
정읍시(죽림교),2022.09.22,85.38
정읍시(죽림교),2022.09.23,85.54
정읍시(죽림교),2022.09.24,86.63
정읍시(죽림교),2022.09.25,85.75
정읍시(죽림교),2022.09.26,86
정읍시(죽림교),2022.09.27,85
정읍시(죽림교),2022.09.28,85
정읍시(죽림교),2022.09.29,84
정읍시(죽림교),2022.09.30,87
정읍시(죽림교),2022.10.01,82.5
정읍시(죽림교),2022.10.02,80.75
정읍시(죽림교),2022.10.03,79.29
정읍시(죽림교),2022.10.04,78
정읍시(죽림교),2022.10.05,76.92
정읍시(죽림교),2022.10.06,75.21
정읍시(죽림교),2022.10.07,75
정읍시(죽림교),2022.10.08,74.92
정읍시(죽림교),2022.10.09,75.13
정읍시(죽림교),2022.10.10,76.5
정읍시(죽림교),2022.10.11,78
정읍시(죽림교),2022.10.12,75
정읍시(죽림교),2022.10.13,75
정읍시(죽림교),2022.10.14,74
정읍시(죽림교),2022.10.15,74.29
정읍시(죽림교),2022.10.16,73.96
정읍시(죽림교),2022.10.17,73
정읍시(죽림교),2022.10.18,73
정읍시(죽림교),2022.10.19,72.58
정읍시(죽림교),2022.10.20,73
정읍시(죽림교),2022.10.21,73
정읍시(죽림교),2022.10.22,72.46
정읍시(죽림교),2022.10.23,72
정읍시(죽림교),2022.10.24,72
정읍시(죽림교),2022.10.25,71
정읍시(죽림교),2022.10.26,71.13
정읍시(죽림교),2022.10.27,70.75
정읍시(죽림교),2022.10.28,70.88
정읍시(죽림교),2022.10.29,70.79
정읍시(죽림교),2022.10.30,70.21
정읍시(죽림교),2022.10.31,70
정읍시(죽림교),2022.11.01,70
정읍시(죽림교),2022.11.02,69
정읍시(죽림교),2022.11.03,68
정읍시(죽림교),2022.11.04,68
정읍시(죽림교),2022.11.05,68
정읍시(죽림교),2022.11.06,68
정읍시(죽림교),2022.11.07,68.25
정읍시(죽림교),2022.11.08,67.83
정읍시(죽림교),2022.11.09,68
정읍시(죽림교),2022.11.10,68
정읍시(죽림교),2022.11.11,67
정읍시(죽림교),2022.11.12,72.25
정읍시(죽림교),2022.11.13,80.13
정읍시(죽림교),2022.11.14,69
정읍시(죽림교),2022.11.15,68
정읍시(죽림교),2022.11.16,68
정읍시(죽림교),2022.11.17,68.17
정읍시(죽림교),2022.11.18,68
정읍시(죽림교),2022.11.22,68
정읍시(죽림교),2022.11.23,68
정읍시(죽림교),2022.11.24,68
정읍시(죽림교),2022.11.25,68
정읍시(죽림교),2022.11.26,68
정읍시(죽림교),2022.11.27,68.04
정읍시(죽림교),2022.11.28,68
정읍시(죽림교),2022.11.29,105
정읍시(죽림교),2022.11.30,71
정읍시(죽림교),2022.12.01,70
정읍시(죽림교),2022.12.02,71
정읍시(죽림교),2022.12.03,71.04
정읍시(죽림교),2022.12.04,70.75
정읍시(죽림교),2022.12.05,70
정읍시(죽림교),2022.12.06,70
정읍시(죽림교),2022.12.07,70
정읍시(죽림교),2022.12.08,69
정읍시(죽림교),2022.12.09,69
정읍시(죽림교),2022.12.10,68.58
정읍시(죽림교),2022.12.11,68
정읍시(죽림교),2022.12.12,68
정읍시(죽림교),2022.12.13,68
정읍시(죽림교),2022.12.14,68.33
정읍시(죽림교),2022.12.15,68
정읍시(죽림교),2022.12.16,68
정읍시(죽림교),2022.12.17,68.04
정읍시(죽림교),2022.12.18,67.83
정읍시(죽림교),2022.12.19,67
정읍시(죽림교),2022.12.20,67
정읍시(죽림교),2022.12.21,67
정읍시(죽림교),2022.12.22,68
정읍시(죽림교),2022.12.23,68
정읍시(죽림교),2022.12.24,68
정읍시(죽림교),2022.12.25,68.17
정읍시(죽림교),2022.12.26,68
정읍시(죽림교),2022.12.27,68
정읍시(죽림교),2022.12.28,68
정읍시(죽림교),2022.12.29,68.46
정읍시(죽림교),2022.12.30,68.96
정읍시(죽림교),2022.12.31,69.21
정읍시(죽림교),2023.01.01,69
정읍시(죽림교),2023.01.02,69.25
정읍시(죽림교),2023.01.03,69
정읍시(죽림교),2023.01.04,69
정읍시(죽림교),2023.01.05,69
정읍시(죽림교),2023.01.06,69
정읍시(죽림교),2023.01.07,69.96
정읍시(죽림교),2023.01.08,70.04
정읍시(죽림교),2023.01.09,70
정읍시(죽림교),2023.01.10,71
정읍시(죽림교),2023.01.11,74
정읍시(죽림교),2023.01.12,72
정읍시(죽림교),2023.01.13,73
정읍시(죽림교),2023.01.14,77
정읍시(죽림교),2023.01.15,77.58
정읍시(죽림교),2023.01.16,77
정읍시(죽림교),2023.01.17,76
정읍시(죽림교),2023.01.18,76
정읍시(죽림교),2023.01.19,75
정읍시(죽림교),2023.01.20,74
정읍시(죽림교),2023.01.21,73.04
정읍시(죽림교),2023.01.22,72.79
정읍시(죽림교),2023.01.23,71.92
정읍시(죽림교),2023.01.24,71.04
정읍시(죽림교),2023.01.25,71
정읍시(죽림교),2023.01.26,70
정읍시(죽림교),2023.01.27,69
정읍시(죽림교),2023.01.28,69
정읍시(죽림교),2023.01.29,68.88
정읍시(죽림교),2023.01.30,68
정읍시(죽림교),2023.01.31,68.08
정읍시(죽림교),2023.02.01,68
정읍시(죽림교),2023.02.02,68
정읍시(죽림교),2023.02.03,68
정읍시(죽림교),2023.02.04,68
정읍시(죽림교),2023.02.05,68.13
정읍시(죽림교),2023.02.06,68
정읍시(죽림교),2023.02.07,68
정읍시(죽림교),2023.02.08,68
정읍시(죽림교),2023.02.09,68
정읍시(죽림교),2023.02.10,69
정읍시(죽림교),2023.02.11,68
정읍시(죽림교),2023.02.12,67.71
정읍시(죽림교),2023.02.13,68
정읍시(죽림교),2023.02.14,68
정읍시(죽림교),2023.02.15,67
정읍시(죽림교),2023.02.16,67
정읍시(죽림교),2023.02.17,67
정읍시(죽림교),2023.02.18,67
정읍시(죽림교),2023.02.19,67.13
정읍시(죽림교),2023.02.20,67
정읍시(죽림교),2023.02.21,67
정읍시(죽림교),2023.02.22,67
정읍시(죽림교),2023.02.23,68
정읍시(죽림교),2023.02.24,67
정읍시(죽림교),2023.02.25,66.17
정읍시(죽림교),2023.02.26,66
정읍시(죽림교),2023.02.27,66
정읍시(죽림교),2023.02.28,66.13
정읍시(죽림교),2023.03.01,66
정읍시(죽림교),2023.03.02,66
정읍시(죽림교),2023.03.03,66
정읍시(죽림교),2023.03.04,66
정읍시(죽림교),2023.03.05,66
정읍시(죽림교),2023.03.06,66
정읍시(죽림교),2023.03.07,66
정읍시(죽림교),2023.03.08,94
정읍시(죽림교),2023.03.09,79
정읍시(죽림교),2023.03.10,71
정읍시(죽림교),2023.03.11,70.08
정읍시(죽림교),2023.03.12,74.42
정읍시(죽림교),2023.03.13,71
정읍시(죽림교),2023.03.14,69
정읍시(죽림교),2023.03.15,69
정읍시(죽림교),2023.03.17,70
정읍시(죽림교),2023.03.18,68.13
정읍시(죽림교),2023.03.19,68.04
정읍시(죽림교),2023.03.20,68
정읍시(죽림교),2023.03.21,68
정읍시(죽림교),2023.03.22,68
정읍시(죽림교),2023.03.23,68
정읍시(죽림교),2023.03.24,69
정읍시(죽림교),2023.03.25,68
정읍시(죽림교),2023.03.26,67.92
정읍시(죽림교),2023.03.27,68
정읍시(죽림교),2023.03.28,68
정읍시(죽림교),2023.03.29,68.17
정읍시(죽림교),2023.03.30,68
정읍시(죽림교),2023.03.31,90
정읍시(죽림교),2023.04.01,91
정읍시(죽림교),2023.04.02,91
정읍시(죽림교),2023.04.04,86
정읍시(죽림교),2023.04.05,77.04
정읍시(죽림교),2023.04.06,74
정읍시(죽림교),2023.04.07,85
정읍시(죽림교),2023.04.08,72.79
정읍시(죽림교),2023.04.09,72.63
정읍시(죽림교),2023.04.10,72
정읍시(죽림교),2023.04.11,72
정읍시(죽림교),2023.04.12,71
정읍시(죽림교),2023.04.13,70.13
정읍시(죽림교),2023.04.14,70.25
정읍시(죽림교),2023.04.15,70.54
정읍시(죽림교),2023.04.16,69.79
정읍시(죽림교),2023.04.17,69
정읍시(죽림교),2023.04.18,69
정읍시(죽림교),2023.04.19,69.04
정읍시(죽림교),2023.04.20,69
정읍시(죽림교),2023.04.21,69
정읍시(죽림교),2023.04.22,75
정읍시(죽림교),2023.04.23,84.54
정읍시(죽림교),2023.04.24,93
정읍시(죽림교),2023.04.25,87
정읍시(죽림교),2023.04.26,86
정읍시(죽림교),2023.04.27,88
정읍시(죽림교),2023.04.28,89
정읍시(죽림교),2023.04.29,85.67
정읍시(죽림교),2023.04.30,86
정읍시(죽림교),2023.05.01,86
정읍시(죽림교),2023.05.02,85.29
정읍시(죽림교),2023.05.03,83
정읍시(죽림교),2023.05.04,83
정읍시(죽림교),2023.05.05,102.13
정읍시(죽림교),2023.05.06,92.25
정읍시(죽림교),2023.05.07,114.08
정읍시(죽림교),2023.05.08,107
정읍시(죽림교),2023.05.09,93.29
정읍시(죽림교),2023.05.10,89
정읍시(죽림교),2023.05.11,83
정읍시(죽림교),2023.05.12,82.33
정읍시(죽림교),2023.05.13,81.67
정읍시(죽림교),2023.05.14,81.63
정읍시(죽림교),2023.05.15,81
정읍시(죽림교),2023.05.16,80.88
정읍시(죽림교),2023.05.17,80.5
정읍시(죽림교),2023.05.18,81.46
정읍시(죽림교),2023.05.19,79.92
정읍시(죽림교),2023.05.20,80.63
정읍시(죽림교),2023.05.21,83
정읍시(죽림교),2023.05.22,83
정읍시(죽림교),2023.05.23,80
정읍시(죽림교),2023.05.24,79.5
정읍시(죽림교),2023.05.25,79
정읍시(죽림교),2023.05.26,79
정읍시(죽림교),2023.05.27,79.88
정읍시(죽림교),2023.05.28,83
정읍시(죽림교),2023.05.29,134.42
정읍시(죽림교),2023.05.30,100.13
정읍시(죽림교),2023.05.31,106
정읍시(죽림교),2023.06.01,101.63
정읍시(죽림교),2023.06.02,92.25
정읍시(죽림교),2023.06.03,86.21
정읍시(죽림교),2023.06.04,84.88
정읍시(죽림교),2023.06.05,88
정읍시(죽림교),2023.06.06,85.63
정읍시(죽림교),2023.06.07,85
정읍시(죽림교),2023.06.08,84.88
정읍시(죽림교),2023.06.09,86.42
정읍시(죽림교),2023.06.10,88.75
정읍시(죽림교),2023.06.11,87.17
정읍시(죽림교),2023.06.12,86.33
정읍시(죽림교),2023.06.13,87.83
정읍시(죽림교),2023.06.14,86.71
정읍시(죽림교),2023.06.15,85
정읍시(죽림교),2023.06.16,89
정읍시(죽림교),2023.06.17,88.79
정읍시(죽림교),2023.06.18,89.04
정읍시(죽림교),2023.06.19,88
정읍시(죽림교),2023.06.20,89
정읍시(죽림교),2023.06.21,89
정읍시(죽림교),2023.06.22,90
정읍시(죽림교),2023.06.23,90.17
정읍시(죽림교),2023.06.24,90.04
정읍시(죽림교),2023.06.25,91.58
정읍시(죽림교),2023.06.26,92
정읍시(죽림교),2023.06.27,87
정읍시(죽림교),2023.06.28,141
정읍시(죽림교),2023.06.29,159
정읍시(죽림교),2023.06.30,180
정읍시(죽림교),2023.07.01,152
정읍시(죽림교),2023.07.02,143.67
정읍시(죽림교),2023.07.03,141
정읍시(죽림교),2023.07.04,104
정읍시(죽림교),2023.07.05,121
정읍시(죽림교),2023.07.06,147
정읍시(죽림교),2023.07.07,149.29
정읍시(죽림교),2023.07.08,148.71
정읍시(죽림교),2023.07.09,149.88
정읍시(죽림교),2023.07.10,147
정읍시(죽림교),2023.07.11,109
정읍시(죽림교),2023.07.12,115
정읍시(죽림교),2023.07.13,135
정읍시(죽림교),2023.07.14,139
정읍시(죽림교),2023.07.15,241.58
정읍시(죽림교),2023.07.16,194.96
정읍시(죽림교),2023.07.17,179
정읍시(죽림교),2023.07.18,213.63
정읍시(죽림교),2023.07.19,212
정읍시(죽림교),2023.07.20,172
정읍시(죽림교),2023.07.21,106.5
정읍시(죽림교),2023.07.22,99.04
정읍시(죽림교),2023.07.23,120.58
정읍시(죽림교),2023.07.24,148
정읍시(죽림교),2023.07.25,177.96
정읍시(죽림교),2023.07.26,147.25
정읍시(죽림교),2023.07.27,121
정읍시(죽림교),2023.07.28,115
정읍시(죽림교),2023.07.29,106.08
정읍시(죽림교),2023.07.30,103.83
정읍시(죽림교),2023.07.31,103
정읍시(죽림교),2023.08.01,87
정읍시(죽림교),2023.08.02,90
정읍시(죽림교),2023.08.03,89
정읍시(죽림교),2023.08.04,88.54
정읍시(죽림교),2023.08.05,87.79
정읍시(죽림교),2023.08.06,86.54
정읍시(죽림교),2023.08.07,85
정읍시(죽림교),2023.08.08,93
정읍시(죽림교),2023.08.09,99.21
정읍시(죽림교),2023.08.10,111
정읍시(죽림교),2023.08.11,194
정읍시(죽림교),2023.08.12,128
정읍시(죽림교),2023.08.13,121.54
정읍시(죽림교),2023.08.14,119
정읍시(죽림교),2023.08.15,99
정읍시(죽림교),2023.08.16,96.38
정읍시(죽림교),2023.08.17,93
정읍시(죽림교),2023.08.18,92
정읍시(죽림교),2023.08.19,90.08
정읍시(죽림교),2023.08.20,84.17
정읍시(죽림교),2023.08.21,81
정읍시(죽림교),2023.08.22,77
정읍시(죽림교),2023.08.23,80
정읍시(죽림교),2023.08.24,89
정읍시(죽림교),2023.08.25,87
정읍시(죽림교),2023.08.26,80.38
정읍시(죽림교),2023.08.27,79.83
정읍시(죽림교),2023.08.28,78.75
정읍시(죽림교),2023.08.29,78
정읍시(죽림교),2023.08.30,81
정읍시(죽림교),2023.08.31,88
정읍시(죽림교),2023.09.01,80
정읍시(죽림교),2023.09.02,80.96
정읍시(죽림교),2023.09.03,80.33
정읍시(죽림교),2023.09.04,80
정읍시(죽림교),2023.09.05,79.63
정읍시(죽림교),2023.09.06,80.13
정읍시(죽림교),2023.09.07,80
정읍시(죽림교),2023.09.08,80
정읍시(죽림교),2023.09.09,78.38
정읍시(죽림교),2023.09.10,78
정읍시(죽림교),2023.09.11,78
정읍시(죽림교),2023.09.12,79
정읍시(죽림교),2023.09.13,79
정읍시(죽림교),2023.09.14,108
정읍시(죽림교),2023.09.15,83
정읍시(죽림교),2023.09.16,103.25
정읍시(죽림교),2023.09.17,100.96
정읍시(죽림교),2023.09.18,96
정읍시(죽림교),2023.09.19,84.67
정읍시(죽림교),2023.09.20,99.33
정읍시(죽림교),2023.09.21,169.79
정읍시(죽림교),2023.09.22,137
정읍시(죽림교),2023.09.23,123.58
정읍시(죽림교),2023.09.24,111.38
정읍시(죽림교),2023.09.25,94
정읍시(죽림교),2023.09.26,87
정읍시(죽림교),2023.09.27,81
정읍시(죽림교),2023.09.28,83.42
정읍시(죽림교),2023.09.29,82.63
정읍시(죽림교),2023.09.30,83.88
정읍시(죽림교),2023.10.01,81.54
정읍시(죽림교),2023.10.02,81
정읍시(죽림교),2023.10.03,80.79
정읍시(죽림교),2023.10.04,79.96
정읍시(죽림교),2023.10.05,76
정읍시(죽림교),2023.10.06,72.5
정읍시(죽림교),2023.10.07,71.13
정읍시(죽림교),2023.10.08,70.33
정읍시(죽림교),2023.10.09,70
정읍시(죽림교),2023.10.10,69.04
정읍시(죽림교),2023.10.11,68.92
정읍시(죽림교),2023.10.12,71
정읍시(죽림교),2023.10.13,68
정읍시(죽림교),2023.10.14,68.25
정읍시(죽림교),2023.10.15,68
정읍시(죽림교),2023.10.16,67.17
정읍시(죽림교),2023.10.17,67
정읍시(죽림교),2023.10.18,67.08
정읍시(죽림교),2023.10.19,67.04
정읍시(죽림교),2023.10.20,67.83
정읍시(죽림교),2023.10.21,67
정읍시(죽림교),2023.10.22,67.04
정읍시(죽림교),2023.10.23,67.21
정읍시(죽림교),2023.10.24,67
정읍시(죽림교),2023.10.25,66.38
정읍시(죽림교),2023.10.26,68.75
정읍시(죽림교),2023.10.27,84.83
정읍시(죽림교),2023.10.28,71
정읍시(죽림교),2023.10.29,69.04
정읍시(죽림교),2023.10.30,69
정읍시(죽림교),2023.10.31,67.96
정읍시(죽림교),2023.11.01,67
정읍시(죽림교),2023.11.02,67
정읍시(죽림교),2023.11.03,66
정읍시(죽림교),2023.11.04,66.33
정읍시(죽림교),2023.11.05,66.38
정읍시(죽림교),2023.11.06,67
정읍시(죽림교),2023.11.07,67.29
정읍시(죽림교),2023.11.08,67
정읍시(죽림교),2023.11.09,67
정읍시(죽림교),2023.11.10,90
정읍시(죽림교),2023.11.11,69.42
정읍시(죽림교),2023.11.12,69
정읍시(죽림교),2023.11.13,68.92
정읍시(죽림교),2023.11.14,68
정읍시(죽림교),2023.11.15,68
정읍시(죽림교),2023.11.16,73.29
정읍시(죽림교),2023.11.17,75.13
정읍시(죽림교),2023.11.18,74.33
정읍시(죽림교),2023.11.19,73
정읍시(죽림교),2023.11.20,73
정읍시(죽림교),2023.11.21,72
정읍시(죽림교),2023.11.22,71.08
정읍시(죽림교),2023.11.23,70.58
정읍시(죽림교),2023.11.24,69.79
정읍시(죽림교),2023.11.25,69.54
정읍시(죽림교),2023.11.26,71.58
정읍시(죽림교),2023.11.27,75
정읍시(죽림교),2023.11.28,76
정읍시(죽림교),2023.11.29,76
정읍시(죽림교),2023.11.30,75.71
정읍시(죽림교),2023.12.01,75
정읍시(죽림교),2023.12.02,75
정읍시(죽림교),2023.12.03,75
정읍시(죽림교),2023.12.04,75
정읍시(죽림교),2023.12.05,75
정읍시(죽림교),2023.12.06,74.88
정읍시(죽림교),2023.12.07,74.92
정읍시(죽림교),2023.12.08,74
정읍시(죽림교),2023.12.09,77
정읍시(죽림교),2023.12.10,76.13
정읍시(죽림교),2023.12.11,79
